,Cell count,# Branches,# Junctions,# End-points,Avg branch length,Branches/cell,Junctions/cell,End-points/cell,Avg branch length/cell
61_RightCA1_2,22,,,,,,,,
61_RightCA1_3,24,,,,,,,,
61_RightCA3_1,10,,,,,,,,
61_RightCA3_2,18,,,,,,,,
61_RightCA3_3,11,,,,,,,,
61_RightDG_1a,13,,,,,,,,
61_RightDG_1b,7,,,,,,,,
61_RightDG_2a,11,,,,,,,,
61_RightDG_2b,17,,,,,,,,
61_RightDG_3a,19,,,,,,,,
61_RightDG_3b,15,,,,,,,,
98_LeftCA1_1,34,,,,,,,,
98_LeftCA1_2,15,,,,,,,,
98_LeftCA1_3,34,,,,,,,,
98_LeftCA3_1,31,,,,,,,,
98_LeftCA3_2,31,,,,,,,,
98_LeftCA3_3,23,,,,,,,,
98_LeftDG_1a,16,,,,,,,,
98_LeftDG_1b,21,,,,,,,,
98_LeftDG_2a,19,,,,,,,,
98_LeftDG_2b,16,,,,,,,,
98_LeftDG_3a,21,,,,,,,,
98_LeftDG_3b,33,,,,,,,,
98_RightCA1_1,22,,,,,,,,
98_RightCA1_2,31,,,,,,,,
98_RightCA1_3,31,,,,,,,,
98_RightCA3_1,33,,,,,,,,
98_RightCA3_2,29,,,,,,,,
98_RightCA3_3,28,,,,,,,,
98_RightDG_1a,29,,,,,,,,
98_RightDG_1b,23,,,,,,,,
98_RightDG_2a,24,,,,,,,,
98_RightDG_2b,30,,,,,,,,
98_RightDG_3a,15,,,,,,,,
98_RightDG_3b,23,,,,,,,,
100_LeftCA1_1,28,,,,,,,,
100_LeftCA1_2,29,,,,,,,,
100_LeftCA1_3,35,,,,,,,,
100_LeftCA3_1,41,,,,,,,,
100_LeftCA3_2,33,,,,,,,,
100_LeftCA3_3,37,,,,,,,,
100_LeftDG_1a,21,,,,,,,,
100_LeftDG_1b,20,,,,,,,,
100_LeftDG_2a,17,,,,,,,,
100_LeftDG_2b,14,,,,,,,,
100_LeftDG_3a,28,,,,,,,,
100_LeftDG_3b,24,,,,,,,,
100_RightCA1_1,26,,,,,,,,
100_RightCA1_2,32,,,,,,,,
100_RightCA1_3,34,,,,,,,,
100_RightCA3_1,31,,,,,,,,
100_RightCA3_2,27,,,,,,,,
100_RightCA3_3,33,,,,,,,,
100_RightDG_1a,25,,,,,,,,
100_RightDG_1b,16,,,,,,,,
100_RightDG_2a,20,,,,,,,,
100_RightDG_2b,22,,,,,,,,
100_RightDG_3a,23,,,,,,,,
100_RightDG_3b,24,,,,,,,,
102_LeftCA1_1,22,,,,,,,,
102_LeftCA1_2,26,,,,,,,,
102_LeftCA1_3,25,,,,,,,,
102_LeftCA3_1,20,,,,,,,,
102_LeftCA3_2,18,,,,,,,,
102_LeftCA3_3,18,,,,,,,,
102_LeftDG_1a,13,,,,,,,,
102_LeftDG_1b,10,,,,,,,,
102_LeftDG_2a,13,,,,,,,,
102_LeftDG_2b,8,,,,,,,,
102_LeftDG_3a,7,,,,,,,,
102_LeftDG_3b,19,,,,,,,,
102_RightCA1_1,33,,,,,,,,
102_RightCA1_2,31,,,,,,,,
102_RightCA1_3,29,,,,,,,,
102_RightCA3_1,21,,,,,,,,
102_RightCA3_2,16,,,,,,,,
102_RightCA3_3,19,,,,,,,,
102_RightDG_1a,14,,,,,,,,
102_RightDG_1b,19,,,,,,,,
102_RightDG_2a,17,,,,,,,,
102_RightDG_2b,14,,,,,,,,
102_RightDG_3a,20,,,,,,,,
102_RightDG_3b,13,,,,,,,,
105_LeftCA1_1,32,,,,,,,,
105_LeftCA1_2,21,,,,,,,,
105_LeftCA1_3,23,,,,,,,,
105_LeftCA3_1,33,,,,,,,,
105_LeftCA3_2,38,,,,,,,,
105_LeftCA3_3,27,,,,,,,,
105_LeftDG_1a,34,,,,,,,,
105_LeftDG_1b,28,,,,,,,,
105_LeftDG_2a,25,,,,,,,,
105_LeftDG_2b,27,,,,,,,,
105_LeftDG_3a,27,,,,,,,,
105_LeftDG_3b,27,,,,,,,,
105_RightCA1_1,27,,,,,,,,
105_RightCA1_2,36,,,,,,,,
105_RightCA1_3,29,,,,,,,,
105_RightCA3_1,29,,,,,,,,
105_RightCA3_2,31,,,,,,,,
105_RightCA3_3,32,,,,,,,,
105_RightDG_1a,26,,,,,,,,
105_RightDG_1b,26,,,,,,,,
105_RightDG_2a,28,,,,,,,,
105_RightDG_2b,27,,,,,,,,
105_RightDG_3a,26,,,,,,,,
105_RightDG_3b,28,,,,,,,,
107_LeftCA1_1,32,,,,,,,,
107_LeftCA1_2,38,,,,,,,,
107_LeftCA1_3,32,,,,,,,,
107_LeftCA3_1,40,,,,,,,,
107_LeftCA3_2,44,,,,,,,,
107_LeftCA3_3,31,,,,,,,,
107_LeftDG_1a,28,,,,,,,,
107_LeftDG_1b,37,,,,,,,,
107_LeftDG_2a,35,,,,,,,,
107_LeftDG_2b,42,,,,,,,,
107_LeftDG_3a,38,,,,,,,,
107_LeftDG_3b,40,,,,,,,,
107_RightCA1_1,31,,,,,,,,
107_RightCA1_2,35,,,,,,,,
107_RightCA1_3,39,,,,,,,,
107_RightCA3_1,31,,,,,,,,
107_RightCA3_2,29,,,,,,,,
107_RightCA3_3,29,,,,,,,,
107_RightDG_1a,32,,,,,,,,
107_RightDG_1b,34,,,,,,,,
107_RightDG_2a,35,,,,,,,,
107_RightDG_2b,40,,,,,,,,
107_RightDG_3a,23,,,,,,,,
107_RightDG_3b,37,,,,,,,,
109_LeftCA1_1,28,,,,,,,,
109_LeftCA1_2,32,,,,,,,,
109_LeftCA1_3,32,,,,,,,,
109_LeftCA3_1,21,,,,,,,,
109_LeftCA3_2,28,,,,,,,,
109_LeftCA3_3,29,,,,,,,,
109_LeftDG_1a,16,,,,,,,,
109_LeftDG_1b,20,,,,,,,,
109_LeftDG_2a,16,,,,,,,,
109_LeftDG_2b,25,,,,,,,,
109_LeftDG_3a,27,,,,,,,,
109_LeftDG_3b,29,,,,,,,,
109_RightCA1_1,35,,,,,,,,
109_RightCA1_2,36,,,,,,,,
109_RightCA1_3,35,,,,,,,,
109_RightCA3_1,40,,,,,,,,
109_RightCA3_2,31,,,,,,,,
109_RightCA3_3,24,,,,,,,,
109_RightDG_1a,23,,,,,,,,
109_RightDG_1b,27,,,,,,,,
109_RightDG_2a,24,,,,,,,,
109_RightDG_2b,22,,,,,,,,
109_RightDG_3a,31,,,,,,,,
109_RightDG_3b,26,,,,,,,,
122_LeftCA1_1,29,,,,,,,,
122_LeftCA1_2,22,,,,,,,,
122_LeftCA1_3,26,,,,,,,,
122_LeftCA3_1,30,,,,,,,,
122_LeftCA3_2,28,,,,,,,,
122_LeftCA3_3,20,,,,,,,,
122_LeftDG_1a,21,,,,,,,,
122_LeftDG_1b,16,,,,,,,,
122_LeftDG_2a,17,,,,,,,,
122_LeftDG_2b,21,,,,,,,,
122_LeftDG_3a,21,,,,,,,,
122_LeftDG_3b,21,,,,,,,,
122_RightCA1_1,19,,,,,,,,
122_RightCA1_2,18,,,,,,,,
122_RightCA1_3,18,,,,,,,,
122_RightCA3_1,30,,,,,,,,
122_RightCA3_2,25,,,,,,,,
122_RightCA3_3,21,,,,,,,,
122_RightDG_1a,14,,,,,,,,
122_RightDG_1b,18,,,,,,,,
122_RightDG_2a,19,,,,,,,,
122_RightDG_2b,16,,,,,,,,
122_RightDG_3a,17,,,,,,,,
122_RightDG_3b,18,,,,,,,,
124_LeftCA1_1,30,,,,,,,,
124_LeftCA1_2,44,,,,,,,,
124_LeftCA1_3,41,,,,,,,,
124_LeftCA3_1,21,,,,,,,,
124_LeftCA3_2,23,,,,,,,,
124_LeftCA3_3,32,,,,,,,,
124_LeftDG_1a,23,,,,,,,,
124_LeftDG_1b,27,,,,,,,,
124_LeftDG_2a,30,,,,,,,,
124_LeftDG_2b,20,,,,,,,,
124_LeftDG_3a,25,,,,,,,,
124_LeftDG_3b,29,,,,,,,,
124_RightCA1_1,30,,,,,,,,
124_RightCA1_2,47,,,,,,,,
124_RightCA1_3,41,,,,,,,,
124_RightCA3_1,25,,,,,,,,
124_RightCA3_2,23,,,,,,,,
124_RightCA3_3,21,,,,,,,,
124_RightDG_1a,27,,,,,,,,
124_RightDG_1b,23,,,,,,,,
124_RightDG_2a,26,,,,,,,,
124_RightDG_2b,20,,,,,,,,
124_RightDG_3a,30,,,,,,,,
124_RightDG_3b,18,,,,,,,,
126_LeftCA1_1,36,,,,,,,,
126_LeftCA1_2,36,,,,,,,,
126_LeftCA1_3,42,,,,,,,,
126_LeftCA3_1,46,,,,,,,,
126_LeftCA3_2,37,,,,,,,,
126_LeftCA3_3,34,,,,,,,,
126_LeftDG_1a,29,,,,,,,,
126_LeftDG_1b,36,,,,,,,,
126_LeftDG_2a,36,,,,,,,,
126_LeftDG_2b,28,,,,,,,,
126_LeftDG_3a,23,,,,,,,,
126_LeftDG_3b,26,,,,,,,,
126_RightCA1_1,42,,,,,,,,
126_RightCA1_2,31,,,,,,,,
126_RightCA1_3,31,,,,,,,,
126_RightCA3_1,38,,,,,,,,
126_RightCA3_2,45,,,,,,,,
126_RightCA3_3,37,,,,,,,,
126_RightDG_1a,24,,,,,,,,
126_RightDG_1b,34,,,,,,,,
126_RightDG_2a,40,,,,,,,,
126_RightDG_2b,32,,,,,,,,
126_RightDG_3a,22,,,,,,,,
126_RightDG_3b,23,,,,,,,,
129_LeftCA1_1,10,,,,,,,,
129_LeftCA1_2,20,,,,,,,,
129_LeftCA1_3,17,,,,,,,,
129_LeftCA3_1,29,,,,,,,,
129_LeftCA3_2,34,,,,,,,,
129_LeftCA3_3,31,,,,,,,,
129_LeftDG_1a,11,,,,,,,,
129_LeftDG_1b,23,,,,,,,,
129_LeftDG_2a,14,,,,,,,,
129_LeftDG_2b,29,,,,,,,,
129_LeftDG_3a,10,,,,,,,,
129_LeftDG_3b,23,,,,,,,,
129_RightCA1_1,17,,,,,,,,
129_RightCA1_2,25,,,,,,,,
129_RightCA1_3,22,,,,,,,,
129_RightCA3_1,24,,,,,,,,
129_RightCA3_2,36,,,,,,,,
129_RightCA3_3,17,,,,,,,,
129_RightDG_1a,18,,,,,,,,
129_RightDG_1b,22,,,,,,,,
129_RightDG_2a,19,,,,,,,,
129_RightDG_2b,41,,,,,,,,
129_RightDG_3a,15,,,,,,,,
129_RightDG_3b,18,,,,,,,,
131_LeftCA1_1,20,,,,,,,,
131_LeftCA1_2,25,,,,,,,,
131_LeftCA1_3,19,,,,,,,,
131_LeftCA3_1,17,,,,,,,,
131_LeftCA3_2,17,,,,,,,,
131_LeftCA3_3,19,,,,,,,,
131_LeftDG_1a,11,,,,,,,,
131_LeftDG_1b,14,,,,,,,,
131_LeftDG_2a,12,,,,,,,,
131_LeftDG_2b,14,,,,,,,,
131_LeftDG_3a,12,,,,,,,,
131_LeftDG_3b,15,,,,,,,,
131_RightCA1_1,23,,,,,,,,
131_RightCA1_2,17,,,,,,,,
131_RightCA1_3,19,,,,,,,,
131_RightCA3_1,26,,,,,,,,
131_RightCA3_2,18,,,,,,,,
131_RightCA3_3,21,,,,,,,,
131_RightDG_1a,17,,,,,,,,
131_RightDG_1b,15,,,,,,,,
131_RightDG_2a,9,,,,,,,,
131_RightDG_2b,13,,,,,,,,
131_RightDG_3a,12,,,,,,,,
131_RightDG_3b,16,,,,,,,,
133_LeftCA1_1,29,,,,,,,,
133_LeftCA1_2,35,,,,,,,,
133_LeftCA1_3,43,,,,,,,,
133_LeftCA3_1,28,,,,,,,,
133_LeftCA3_2,28,,,,,,,,
133_LeftCA3_3,25,,,,,,,,
133_LeftDG_1a,24,,,,,,,,
133_LeftDG_1b,30,,,,,,,,
133_LeftDG_2a,33,,,,,,,,
133_LeftDG_2b,32,,,,,,,,
133_LeftDG_3a,35,,,,,,,,
133_LeftDG_3b,31,,,,,,,,
133_RightCA1_1,33,,,,,,,,
133_RightCA1_2,43,,,,,,,,
133_RightCA1_3,38,,,,,,,,
133_RightCA3_1,27,,,,,,,,
133_RightCA3_2,34,,,,,,,,
133_RightCA3_3,46,,,,,,,,
133_RightDG_1a,28,,,,,,,,
133_RightDG_1b,33,,,,,,,,
133_RightDG_2a,24,,,,,,,,
133_RightDG_2b,34,,,,,,,,
133_RightDG_3a,37,,,,,,,,
133_RightDG_3b,38,,,,,,,,
